Gene_acc,Gene_id,srank,Intensity,FDR,Desc,desc2,ids2
459,Tb927.9.2120,-15.479068,8.593418993965912,0.11752,"hypothetical protein, conserved",Tb927.9.2120:mRNA-p1 | transcript=Tb927.9.2120:mRNA | gene=Tb927.9.2120 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_09_v5.1:480474-481304(,Tb927.9.2120:mRNA-p1
460,Tb927.9.15270,15.471393,7.345491356474646,0.11752,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative",Tb927.9.15270:mRNA-p1 | transcript=Tb927.9.15270:mRNA | gene=Tb927.9.15270 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit  putative | transcript_product=NADH dehydrogenase (ubiquinone),Tb927.9.15270:mRNA-p1
461,Tb927.9.6070,-15.438617,11.05207803048417,0.11775,"40S ribosomal protein S3, putative",Tb927.9.6070:mRNA-p1 | transcript=Tb927.9.6070:mRNA | gene=Tb927.9.6070 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=40S ribosomal protein S3  putative | transcript_product=40S ribosomal protein S3  putative | location=Tb927_09_v5.1:1008372-,Tb927.9.6070:mRNA-p1;Tb927.10.11540:mRNA-p1
462,Tb927.10.11720,15.429599,8.734703842301043,0.11775,"CW-type Zinc Finger, putative",Tb927.10.11720:mRNA-p1 | transcript=Tb927.10.11720:mRNA | gene=Tb927.10.11720 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=CW-type Zinc Finger  putative | transcript_product=CW-type Zinc Finger  putative | location=Tb927_10_v5.1:2861484-2863,Tb927.10.11720:mRNA-p1
463,Tb927.10.990,15.389349,8.379432432873422,0.11800000000000001,Enriched in surface-labeled proteome protein 6,Tb927.10.990:mRNA-p1 | transcript=Tb927.10.990:mRNA | gene=Tb927.10.990 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Enriched in surface-labeled proteome protein 6 | transcript_product=Enriched in surface-labeled proteome protein 6 | locatioTb927.10.9900:mRNA-p1 | transcript=Tb927.10.9900:mRNA | gene=Tb927.10.9900 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ABC1 protein  putative | transcript_product=ABC1 protein  putative | location=Tb927_10_v5.1:2445656-2447203(+) | protein_,Tb927.10.990:mRNA-p1Tb927.10.9900:mRNA-p1
464,Tb927.8.4890,-15.337345,9.927811620185588,0.11847,pol-associated gene 1,Tb927.8.4890:mRNA-p1 | transcript=Tb927.8.4890:mRNA | gene=Tb927.8.4890 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=pol-associated gene 1 | transcript_product=pol-associated gene 1 | location=Tb927_08_v5.1:1441902-1443230(-) | protein_lengt,Tb927.8.4890:mRNA-p1
465,Tb927.3.1520,15.22308,8.14789264483285,0.12017,"variant surface glycoprotein (VSG)-related, putative",Tb927.3.1520:mRNA-p1 | transcript=Tb927.3.1520:mRNA | gene=Tb927.3.1520 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=variant surface glycoprotein (VSG)-related  putative | transcript_product=variant surface glycoprotein (VSG)-related  putati,Tb927.3.1520:mRNA-p1;Tb927.3.1470:mRNA-p1
466,Tb927.7.650,-15.165631,8.913437654027804,0.12088,Nucleolar protein 105,Tb927.7.650:mRNA-p1 | transcript=Tb927.7.650:mRNA | gene=Tb927.7.650 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Nucleolar protein 105 | transcript_product=Nucleolar protein 105 | location=Tb927_07_v5.1:134015-136969(-) | protein_length=984,Tb927.7.650:mRNA-p1
467,Tb927.5.3560,15.123769,9.89206119413768,0.12141,"vesicle-associated membrane protein, putative",Tb927.5.3560:mRNA-p1 | transcript=Tb927.5.3560:mRNA | gene=Tb927.5.3560 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=vesicle-associated membrane protein  putative | transcript_product=vesicle-associated membrane protein  putative | location=Tb927.5.3560:mRNA-p1 | transcript=Tb927.5.3560:mRNA | gene=Tb927.5.3560 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=vesicle-associated membrane protein  putative | transcript_product=vesicle-associated membrane protein  putative | location=,REV__Tb927.5.3560:mRNA-p1Tb927.5.3560:mRNA-p1
468,Tb927.7.7190,15.123046,8.513829976289548,0.12141,"hypothetical protein, conserved",Tb927.7.7190:mRNA-p1 | transcript=Tb927.7.7190:mRNA | gene=Tb927.7.7190 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_07_v5.1:2063715-206767,Tb927.7.7190:mRNA-p1
469,Tb927.11.1370,-15.092804999999998,9.72844306703525,0.12141,Dithiol glutaredoxin 1,Tb927.11.1370:mRNA-p1 | transcript=Tb927.11.1370:mRNA | gene=Tb927.11.1370 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Dithiol glutaredoxin 1 | transcript_product=Dithiol glutaredoxin 1 | location=Tb927_11_v5.1:397850-398137(+) | protein_leTb927.11.13700:mRNA-p1 | transcript=Tb927.11.13700:mRNA | gene=Tb927.11.13700 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Basal body protein | transcript_product=Basal body protein | location=Tb927_11_v5.1:3648469-3650733(-) | protein_lengt,Tb927.11.1370:mRNA-p1Tb927.11.13700:mRNA-p1
470,Tb927.1.1400,15.086733,8.815737093210261,0.12141,"Overproducer of inositol protein 10 homolog, putative",Tb927.1.1400:mRNA-p1 | transcript=Tb927.1.1400:mRNA | gene=Tb927.1.1400 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Overproducer of inositol protein 10 homolog  putative | transcript_product=Overproducer of inositol protein 10 homolog  puta,Tb927.1.1400:mRNA-p1
471,Tb927.1.4280,15.030504999999998,9.706145741121137,0.12176,"hypothetical protein, conserved",Tb927.1.4280:mRNA-p1 | transcript=Tb927.1.4280:mRNA | gene=Tb927.1.4280 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_01_v5.1:881086-883182(,Tb927.1.4280:mRNA-p1
472,Tb927.11.12240,15.018248000000002,8.875634154083086,0.12176,"cysteine peptidase, Clan CA, family C19, putative",Tb927.11.12240:mRNA-p1 | transcript=Tb927.11.12240:mRNA | gene=Tb927.11.12240 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=cysteine peptidase  Clan CA  family C19  putative | transcript_product=cysteine peptidase  Clan CA  family C19  putati,Tb927.11.12240:mRNA-p1
473,Tb927.10.15300,14.999613,8.442024854357227,0.12176,"Calcium/calmodulin-dependent protein kinase kinase, putative",Tb927.10.15300:mRNA-p1 | transcript=Tb927.10.15300:mRNA | gene=Tb927.10.15300 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Calcium/calmodulin-dependent protein kinase kinase  putative | transcript_product=Calcium/calmodulin-dependent protein,Tb927.10.15300:mRNA-p1;Tb11.v5.0515.1-p1
474,Tb927.9.15420,-14.960544,10.468347330412158,0.12217,60S ribosomal protein L32,Tb927.9.15420:mRNA-p1 | transcript=Tb927.9.15420:mRNA | gene=Tb927.9.15420 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=60S ribosomal protein L32 | transcript_product=60S ribosomal protein L32 | location=Tb927_09_v5.1:2399675-2400073(+) | pr,Tb927.9.15420:mRNA-p1;Tb927.10.270:mRNA-p1
475,Tb927.3.2610,14.874732,8.383330552045836,0.12349,GPI inositol deacylase 2,Tb927.3.2610:mRNA-p1 | transcript=Tb927.3.2610:mRNA | gene=Tb927.3.2610 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=GPI inositol deacylase 2 | transcript_product=GPI inositol deacylase 2 | location=Tb927_03_v5.1:659787-662234(-) | protein_l,Tb927.3.2610:mRNA-p1
476,Tb927.1.1670,-14.832141,10.088313315588097,0.12396,ARM-like helical domain-containing protein,Tb927.1.1670:mRNA-p1 | transcript=Tb927.1.1670:mRNA | gene=Tb927.1.1670 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ARM-like helical domain-containing protein | transcript_product=ARM-like helical domain-containing protein | location=Tb927_,Tb927.1.1670:mRNA-p1;Tb11.v5.0887.1-p1
477,Tb927.8.7970,14.770848999999998,10.031044716583706,0.12481,hypothetical protein,Tb927.8.7970:mRNA-p1 | transcript=Tb927.8.7970:mRNA | gene=Tb927.8.7970 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Tb927_08_v5.1:2347985-2349469(+) | protein_length=,Tb927.8.7970:mRNA-p1
478,Tb927.7.5850,-14.768521,8.136974095757829,0.12481,"hypothetical protein, conserved",Tb927.7.5850:mRNA-p1 | transcript=Tb927.7.5850:mRNA | gene=Tb927.7.5850 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_07_v5.1:1576640-157851,Tb927.7.5850:mRNA-p1
479,Tb927.11.14080,-14.747234,7.654426839061522,0.12481,cyclin 2,Tb927.11.14080:mRNA-p1 | transcript=Tb927.11.14080:mRNA | gene=Tb927.11.14080 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=cyclin 2 | transcript_product=cyclin 2 | location=Tb927_11_v5.1:3726791-3727426(+) | protein_length=211 | sequence_SO=,Tb927.11.14080:mRNA-p1
480,Tb927.6.4510,14.73939,7.949692443537301,0.12481,"hypothetical protein, conserved",Tb927.6.4510:mRNA-p1 | transcript=Tb927.6.4510:mRNA | gene=Tb927.6.4510 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_06_v5.1:1264148-126512,Tb927.6.4510:mRNA-p1
481,Tb927.11.8820,14.699175,9.099507993727965,0.12502,"glutathionylspermidine synthetase, putative",Tb927.11.8820:mRNA-p1 | transcript=Tb927.11.8820:mRNA | gene=Tb927.11.8820 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=glutathionylspermidine synthetase  putative | transcript_product=glutathionylspermidine synthetase  putative | location=T,Tb927.11.8820:mRNA-p1
482,Tb927.10.5480,-14.673664000000002,10.353627758985544,0.12516,"60S ribosomal protein L24, putative",Tb927.10.5480:mRNA-p1 | transcript=Tb927.10.5480:mRNA | gene=Tb927.10.5480 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=60S ribosomal protein L24  putative | transcript_product=60S ribosomal protein L24  putative | location=Tb927_10_v5.1:137,Tb927.10.5480:mRNA-p1;Tb927.10.5460:mRNA-p1
483,Tb927.7.550,-14.660132,8.993700694820351,0.12516,"WD domain, G-beta repeat, putative",Tb927.7.550:mRNA-p1 | transcript=Tb927.7.550:mRNA | gene=Tb927.7.550 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=WD domain  G-beta repeat  putative | transcript_product=WD domain  G-beta repeat  putative | location=Tb927_07_v5.1:111466-1129Tb927.7.5500:mRNA-p1 | transcript=Tb927.7.5500:mRNA | gene=Tb927.7.5500 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_07_v5.1:1483522-148705,Tb927.7.550:mRNA-p1Tb927.7.5500:mRNA-p1
484,Tb927.7.3590,-14.634355,8.208011148892835,0.12534,conserved protein,Tb927.7.3590:mRNA-p1 | transcript=Tb927.7.3590:mRNA | gene=Tb927.7.3590 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=conserved protein | transcript_product=conserved protein | location=Tb927_07_v5.1:936438-936893(-) | protein_length=151 | se,Tb927.7.3590:mRNA-p1
485,Tb927.5.4430,14.579235,8.858127974016242,0.12588,"calcium/calmodulin-dependent protein kinase, putative",Tb927.5.4430:mRNA-p1 | transcript=Tb927.5.4430:mRNA | gene=Tb927.5.4430 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=calcium/calmodulin-dependent protein kinase  putative | transcript_product=calcium/calmodulin-dependent protein kinase  puta,Tb927.5.4430:mRNA-p1;Tb05.5K5.80:mRNA-p1
486,Tb927.11.5070,14.577776,7.681033088063252,0.12588,"GPI ethanolamine phosphate transferase 3, putative",Tb927.11.5070:mRNA-p1 | transcript=Tb927.11.5070:mRNA | gene=Tb927.11.5070 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=GPI ethanolamine phosphate transferase 3  putative | transcript_product=GPI ethanolamine phosphate transferase 3  putativ,Tb927.11.5070:mRNA-p1
487,Tb927.11.14020,-14.514812,10.721183856138579,0.12662,nuclear RNA binding domain 2,Tb927.11.14020:mRNA-p1 | transcript=Tb927.11.14020:mRNA | gene=Tb927.11.14020 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=nuclear RNA binding domain 2 | transcript_product=nuclear RNA binding domain 2 | location=Tb927_11_v5.1:3711538-371237,Tb927.11.14020:mRNA-p1;Tb927.11.14000:mRNA-p1
488,Tb927.5.1550,14.481023,7.903654203157319,0.12703,mitochondrial carrier protein,Tb927.5.1550:mRNA-p1 | transcript=Tb927.5.1550:mRNA | gene=Tb927.5.1550 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=mitochondrial carrier protein | transcript_product=mitochondrial carrier protein | location=Tb927_05_v5.1:544758-545690(-) |,Tb927.5.1550:mRNA-p1
489,Tb927.11.4420,14.457606,9.74292927240602,0.12712,"hypothetical protein, conserved",Tb927.11.4420:mRNA-p1 | transcript=Tb927.11.4420:mRNA | gene=Tb927.11.4420 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_11_v5.1:1280598-128,Tb927.11.4420:mRNA-p1
490,Tb927.10.8770,14.457372,8.599599269401175,0.12712,"disgorgin, putative",Tb927.10.8770:mRNA-p1 | transcript=Tb927.10.8770:mRNA | gene=Tb927.10.8770 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=disgorgin  putative | transcript_product=disgorgin  putative | location=Tb927_10_v5.1:2163164-2164420(+) | protein_length,Tb927.10.8770:mRNA-p1;Tb11.v5.0452.1-p1
491,Tb927.3.1370,-14.440966,10.48956476556334,0.12712,"40S ribosomal protein S25, putative",Tb927.3.1370:mRNA-p1 | transcript=Tb927.3.1370:mRNA | gene=Tb927.3.1370 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=40S ribosomal protein S25  putative | transcript_product=40S ribosomal protein S25  putative | location=Tb927_03_v5.1:343637,Tb927.3.1370:mRNA-p1;Tb927.10.2840:mRNA-p1
492,Tb927.10.11680,14.431912,8.758419816843979,0.12712,Voltage-gated Chloride channel Like 2,Tb927.10.11680:mRNA-p1 | transcript=Tb927.10.11680:mRNA | gene=Tb927.10.11680 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Voltage-gated Chloride channel Like 2 | transcript_product=Voltage-gated Chloride channel Like 2 | location=Tb927_10_v,Tb927.10.11680:mRNA-p1
493,Tb927.4.2360,-14.422246,8.398217868234877,0.12712,"hypothetical protein, conserved",Tb927.4.2360:mRNA-p1 | transcript=Tb927.4.2360:mRNA | gene=Tb927.4.2360 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_04_v5.1:610194-611156(,Tb927.4.2360:mRNA-p1
494,Tb927.4.2170,14.416467,8.551291378328067,0.12712,"hypothetical protein, conserved",Tb927.4.2170:mRNA-p1 | transcript=Tb927.4.2170:mRNA | gene=Tb927.4.2170 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_04_v5.1:559051-559446(,Tb927.4.2170:mRNA-p1
495,Tb927.4.810,14.413617000000002,9.221231613181411,0.12712,"expression site-associated gene 5 (ESAG5) protein, putative",Tb927.4.810:mRNA-p1 | transcript=Tb927.4.810:mRNA | gene=Tb927.4.810 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=expression site-associated gene 5 (ESAG5) protein  putative | transcript_product=expression site-associated gene 5 (ESAG5) prot,Tb927.4.810:mRNA-p1
496,Tb927.9.14370,-14.409751000000002,10.299376533060347,0.12712,"60S ribosomal protein L26, putative",Tb927.9.14370:mRNA-p1 | transcript=Tb927.9.14370:mRNA | gene=Tb927.9.14370 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=60S ribosomal protein L26  putative | transcript_product=60S ribosomal protein L26  putative | location=Tb927_09_v5.1:224,Tb927.9.14370:mRNA-p1;Tb927.8.6180:mRNA-p1
497,Tb927.11.7550,14.394257,8.759002676180188,0.12712,"hypothetical protein, conserved",Tb927.11.7550:mRNA-p1 | transcript=Tb927.11.7550:mRNA | gene=Tb927.11.7550 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_11_v5.1:2136421-213,Tb927.11.7550:mRNA-p1
498,Tb927.6.720,-14.356244,10.843282622523853,0.12712,"40S ribosomal protein L14, putative",Tb927.6.720:mRNA-p1 | transcript=Tb927.6.720:mRNA | gene=Tb927.6.720 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=40S ribosomal protein L14  putative | transcript_product=40S ribosomal protein L14  putative | location=Tb927_06_v5.1:298195-29,Tb927.6.720:mRNA-p1;Tb927.11.11230:mRNA-p1
499,Tb927.5.2790,14.353756,9.452476461326988,0.12712,mitochondrial DNA polymerase beta-PAK,Tb927.5.2790:mRNA-p1 | transcript=Tb927.5.2790:mRNA | gene=Tb927.5.2790 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=mitochondrial DNA polymerase beta-PAK | transcript_product=mitochondrial DNA polymerase beta-PAK | location=Tb927_05_v5.1:93,Tb927.5.2790:mRNA-p1
500,Tb927.10.2920,14.337608,7.818179689615625,0.12712,SUMO-interacting motif-containing protein,Tb927.10.2920:mRNA-p1 | transcript=Tb927.10.2920:mRNA | gene=Tb927.10.2920 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=SUMO-interacting motif-containing protein | transcript_product=SUMO-interacting motif-containing protein | location=Tb927,Tb927.10.2920:mRNA-p1
501,Tb927.9.6560,14.337112,10.071697945221615,0.12712,"NAK family pseudokinase, putative",Tb927.9.6560:mRNA-p1 | transcript=Tb927.9.6560:mRNA | gene=Tb927.9.6560 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=NAK family pseudokinase  putative | transcript_product=NAK family pseudokinase  putative | location=Tb927_09_v5.1:1077469-10,Tb927.9.6560:mRNA-p1
502,Tb927.8.4620,14.299894,9.358772151492735,0.12712,"small GTP-binding protein Rab7, putative",Tb927.8.4620:mRNA-p1 | transcript=Tb927.8.4620:mRNA | gene=Tb927.8.4620 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=small GTP-binding protein Rab7  putative | transcript_product=small GTP-binding protein Rab7  putative | location=Tb927_08_v,Tb927.8.4620:mRNA-p1
503,Tb927.9.15170,-14.260665,10.873186862710146,0.12746,"60S ribosomal protein L5, putative",Tb927.9.15170:mRNA-p1 | transcript=Tb927.9.15170:mRNA | gene=Tb927.9.15170 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=60S ribosomal protein L5  putative | transcript_product=60S ribosomal protein L5  putative | location=Tb927_09_v5.1:23604,Tb927.9.15170:mRNA-p1;Tb927.9.15110:mRNA-p1
504,Tb927.8.5640,-14.257914,8.724431532175318,0.12746,putative succinate dehydrogenase subunit,Tb927.8.5640:mRNA-p1 | transcript=Tb927.8.5640:mRNA | gene=Tb927.8.5640 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=putative succinate dehydrogenase subunit | transcript_product=putative succinate dehydrogenase subunit | location=Tb927_08_v,Tb927.8.5640:mRNA-p1
505,Tb927.8.1810,14.195633,8.661310922861615,0.1282,"serine peptidase, Clan S-, family S54, putative",Tb927.8.1810:mRNA-p1 | transcript=Tb927.8.1810:mRNA | gene=Tb927.8.1810 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=serine peptidase  Clan S-  family S54  putative | transcript_product=serine peptidase  Clan S-  family S54  putative | locat,Tb927.8.1810:mRNA-p1
506,Tb927.11.15000,14.061018,9.027716462208991,0.13069,survival of motor neuron (SMN)-like protein,Tb927.11.15000:mRNA-p1 | transcript=Tb927.11.15000:mRNA | gene=Tb927.11.15000 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=survival of motor neuron (SMN)-like protein | transcript_product=survival of motor neuron (SMN)-like protein | locatio,Tb927.11.15000:mRNA-p1
507,Tb927.5.3050,14.02285,8.069779060881514,0.13094,poly(adp-ribose) polymerase,Tb927.5.3050:mRNA-p1 | transcript=Tb927.5.3050:mRNA | gene=Tb927.5.3050 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=poly(adp-ribose) polymerase | transcript_product=poly(adp-ribose) polymerase | location=Tb927_05_v5.1:1012071-1013792(+) | p,Tb927.5.3050:mRNA-p1
508,Tb927.9.8060,13.945781,8.563113084472038,0.13228,"WAHD domain of WASH complex, putative",Tb927.9.8060:mRNA-p1 | transcript=Tb927.9.8060:mRNA | gene=Tb927.9.8060 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=WAHD domain of WASH complex  putative | transcript_product=WAHD domain of WASH complex  putative | location=Tb927_09_v5.1:13,Tb927.9.8060:mRNA-p1
509,Tb927.1.4690,13.920699,9.604139617721083,0.13243,Protein arginine N-methyltransferase 1 catalytic subunit,Tb927.1.4690:mRNA-p1 | transcript=Tb927.1.4690:mRNA | gene=Tb927.1.4690 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Protein arginine N-methyltransferase 1 catalytic subunit | transcript_product=Protein arginine N-methyltransferase 1 catalyt,Tb927.1.4690:mRNA-p1
510,Tb927.5.3020,13.890351999999998,7.9756385661812965,0.13274,"hypothetical protein, conserved",Tb927.5.3020:mRNA-p1 | transcript=Tb927.5.3020:mRNA | gene=Tb927.5.3020 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_05_v5.1:1003563-100482,Tb927.5.3020:mRNA-p1
511,Tb927.6.2880,13.887875,9.345158000269437,0.13274,"kinesin, putative",Tb927.6.2880:mRNA-p1 | transcript=Tb927.6.2880:mRNA | gene=Tb927.6.2880 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=kinesin  putative | transcript_product=kinesin  putative | location=Tb927_06_v5.1:863803-867060(+) | protein_length=1085 | s,Tb927.6.2880:mRNA-p1
512,Tb927.11.13260,-13.863003,7.86646456597174,0.13288,"hypothetical protein, conserved",Tb927.11.13260.1-p1 | transcript=Tb927.11.13260.1 | gene=Tb927.11.13260 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_11_v5.1:3555557-355648,Tb927.11.13260.1-p1;Tb927.11.13260.2-p1
513,Tb927.10.2760,13.834138,7.835747628333111,0.13321,"ATPase family associated with various cellular activities (AAA), putative",Tb927.10.2760:mRNA-p1 | transcript=Tb927.10.2760:mRNA | gene=Tb927.10.2760 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ATPase family associated with various cellular activities (AAA)  putative | transcript_product=ATPase family associated w,Tb927.10.2760:mRNA-p1
514,Tb927.11.11080,13.756737,9.26876512744786,0.13454000000000002,Nucleoporin NUP149,Tb927.11.11080:mRNA-p1 | transcript=Tb927.11.11080:mRNA | gene=Tb927.11.11080 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Nucleoporin NUP149 | transcript_product=Nucleoporin NUP149 | location=Tb927_11_v5.1:2966930-2971249(+) | protein_lengt,Tb927.11.11080:mRNA-p1
515,Tb927.2.5200,13.730127,8.828015064223976,0.13477,"hypothetical protein, conserved",Tb927.2.5200:mRNA-p1 | transcript=Tb927.2.5200:mRNA | gene=Tb927.2.5200 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_02_v5.1:915057-917198(,Tb927.2.5200:mRNA-p1
516,Tb927.11.1460,13.695338,8.03762566991472,0.13522,"phosphatidylinositol (3,5) kinase, putative",Tb927.11.1460:mRNA-p1 | transcript=Tb927.11.1460:mRNA | gene=Tb927.11.1460 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=phosphatidylinositol (3 5) kinase  putative | transcript_product=phosphatidylinositol (3 5) kinase  putative | location=TTb927.11.14600:mRNA-p1 | transcript=Tb927.11.14600:mRNA | gene=Tb927.11.14600 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=procyclin-associated gene 2-like protein  putative | transcript_product=procyclin-associated gene 2-like protein  puta,Tb927.11.1460:mRNA-p1Tb927.11.14600:mRNA-p1
517,Tb927.9.5690,-13.671145999999998,10.210692980818,0.13544,"60S acidic ribosomal protein, putative",Tb927.9.5690:mRNA-p1 | transcript=Tb927.9.5690:mRNA | gene=Tb927.9.5690 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=60S acidic ribosomal protein  putative | transcript_product=60S acidic ribosomal protein  putative | location=Tb927_09_v5.1:,Tb927.9.5690:mRNA-p1
518,Tb927.7.5450,13.668363,9.133091610254708,0.13544,lipin,Tb927.7.5450:mRNA-p1 | transcript=Tb927.7.5450:mRNA | gene=Tb927.7.5450 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=lipin | transcript_product=lipin | location=Tb927_07_v5.1:1470188-1472608(+) | protein_length=806 | sequence_SO=chromosome |,Tb927.7.5450:mRNA-p1
519,Tb927.10.3280,-13.649921,10.252270345988322,0.13544,"60S ribosomal proteins L38, putative",Tb927.10.3280:mRNA-p1 | transcript=Tb927.10.3280:mRNA | gene=Tb927.10.3280 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=60S ribosomal proteins L38  putative | transcript_product=60S ribosomal proteins L38  putative | location=Tb927_10_v5.1:8,Tb927.10.3280:mRNA-p1
520,Tb927.3.4710,13.643001000000002,9.159958002678518,0.13544,Flagellum attachment zone protein 23,Tb927.3.4710:mRNA-p1 | transcript=Tb927.3.4710:mRNA | gene=Tb927.3.4710 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Flagellum attachment zone protein 23 | transcript_product=Flagellum attachment zone protein 23 | location=Tb927_03_v5.1:1330,Tb927.3.4710:mRNA-p1
521,Tb927.10.6060,-13.638609,10.101643985490313,0.13544,universal minicircle sequence binding protein 2,Tb927.10.6060:mRNA-p1 | transcript=Tb927.10.6060:mRNA | gene=Tb927.10.6060 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=universal minicircle sequence binding protein 2 | transcript_product=universal minicircle sequence binding protein 2 | lo,Tb927.10.6060:mRNA-p1;Tb11.v5.0199.1-p1
522,Tb927.4.4140,-13.625069,7.847251754914891,0.13544,"hypothetical protein, conserved",Tb927.4.4140:mRNA-p1 | transcript=Tb927.4.4140:mRNA | gene=Tb927.4.4140 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_04_v5.1:1095185-109717,Tb927.4.4140:mRNA-p1;Tb927.8.8190:mRNA-p1
