Gene_acc,Gene_id,SignedRank,log10TMT,FDR,Desc
1123,Tb927.9.8650,-5.261866,5.252178420798804,0.33362,"hypothetical protein, conserved"
1124,Tb927.1.3200,5.232496,6.1250310143815385,0.33583,"Suppressor of G2 allele of SKP1, putative"
1125,Tb927.9.2400,-5.2321230000000005,5.544407075293665,0.33583,"hypothetical protein, conserved"
1126,Tb927.1.1540,5.230409,4.631699061824888,0.33583,"Tubulin/FtsZ family, putative"
1127,Tb927.8.2540,-5.201893,6.72758327474914,0.33758,3-ketoacyl-CoA thiolase
1128,Tb927.1.700,-5.201546,7.520131849855525,0.33758,phosphoglycerate kinase
1129,Tb927.6.4440,-5.192327,6.523195664590648,0.33792,RNA-binding protein 42 (RNA-binding motif protein 42)
1130,Tb927.9.5460,-5.173749,6.123448724903674,0.3393,Eukaryotic translation initiation factor 4 gamma 2
1131,Tb927.11.5570,5.168201,4.860311049525166,0.33955,DNA replication licensing factor MCM5
1132,Tb927.3.3970,-5.164593,5.802649460537961,0.33955,"Cell growth-regulating nucleolar protein, putative"
1133,Tb927.5.1280,5.157376,5.360078796083717,0.33988,"alanine racemase, putative"
1134,Tb927.10.4080,-5.143896,4.5875295034933234,0.34067,"hypothetical protein, conserved"
1135,Tb927.1.1620,-5.142492,5.581249720182226,0.34067,"ATP-dependent DEAD/H RNA helicase, putative"
1136,Tb927.8.8310,5.140022,5.204291856873816,0.34067,"chaperone protein DnaJ, putative"
1137,Tb927.8.7580,5.139609,4.866106099039039,0.34067,"RING-variant domain containing protein, putative"
1138,Tb927.10.250,5.136659,4.696483075887263,0.34067,"hypothetical protein, conserved"
1139,Tb927.3.5570,5.13301,5.43012345120029,0.34067,"syntaxin, putative"
1140,Tb927.6.1470,-5.118769,6.043202417753054,0.34151,"hypothetical protein, conserved"
1141,Tb927.10.12970,5.104274,4.190224278724503,0.34258,"AN1-like zinc finger, putative"
1142,Tb927.10.9150,-5.104242,5.6837087878508346,0.34258,"hypothetical protein, conserved"
1143,Tb927.8.7170,-5.094778,6.170735366195481,0.34287,"inositol polyphosphate 1-phosphatase, putative"
1144,Tb927.9.7250,-5.094514,5.18214824911609,0.34287,"hypothetical protein, conserved"
1145,Tb927.10.14740,-5.085648,6.498386376365615,0.34321,"hypothetical protein, conserved"
1146,Tb927.9.13140,5.067176,4.450549314550694,0.34455,"hypothetical protein, conserved"
1147,Tb927.11.13070,5.0562260000000006,4.679062802573994,0.34541,"O-phosphoseryl-tRNA(Sec) selenium transferase, putative"
1148,Tb927.8.4220,-5.052517,6.061937271108495,0.34556,"hypothetical protein, conserved"
1149,Tb927.10.3710,-5.033725,6.489949109432021,0.34693,proteasome activator protein PA26
1150,Tb927.3.2840,-5.0248870000000005,5.690495846549006,0.34747,"inorganic pyrophosphatase, putative"
1151,Tb927.10.4770,5.021308,5.507012089650917,0.34755,"phosphatidylinositol-4-phosphate 5-kinase, putative"
1152,Tb927.10.6810,-5.019031,5.605985231199911,0.34755,"guanylate kinase, putative"
1153,Tb927.10.10020,5.0116830000000006,5.766166131494742,0.34798,"Rab5 GDP/GTP exchange factor (Rabex-5), putative"
1154,Tb927.7.3790,5.011664,5.1943616876029575,0.34798,"ras-like small GTPase, putative"
1155,Tb927.10.1500,-5.008954,6.703579378943673,0.34798,"methionyl-tRNA synthetase, putative"
1156,Tb927.3.1200,5.007905,6.1095841709871355,0.34798,"hypothetical protein, conserved"
1157,Tb927.10.9990,5.006075,5.121477770204095,0.34798,"non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family, putative"
1158,Tb927.11.11200,5.00372,4.967537056320898,0.34798,"oligomeric golgi complex component 8, putative"
1159,Tb927.11.6600,4.999266,5.325293259692229,0.34798,"conserved protein, unknown function"
1160,Tb927.8.5960,-4.990121,5.672673455535919,0.34817,"hypothetical protein, conserved"
1161,Tb927.11.1440,-4.9851230000000015,5.644205458817092,0.34851,"hypothetical protein, conserved"
1162,Tb927.8.1280,4.98453,4.557713673277786,0.34851,"hypothetical protein, conserved"
1163,Tb927.6.2420,-4.981255,6.280961357830061,0.34851,p22 protein precursor
1164,Tb927.11.2420,-4.963439,5.758014382085995,0.34979,"Tubulin-tyrosine ligase family, putative"
1165,Tb927.4.1750,4.9592019999999986,5.400785429329234,0.34979,"hypothetical protein, conserved"
1166,Tb927.4.3400,-4.948327,5.886921985365901,0.3506,"hypothetical protein, conserved"
1167,Tb927.11.870,-4.944173,5.043324938881387,0.3507,mitochondrial ribosomal protein l23
1168,Tb927.8.5070,-4.9405480000000015,6.276660905908777,0.35082,"hypothetical protein, conserved"
1169,Tb927.10.4250,-4.936443,5.015231180740418,0.35097,"ADP-ribosylation factor-like 2, arl2"
1170,Tb927.9.1970,4.913798,5.883469319072907,0.35297,"syntaxin binding protein 1, putative"
1171,Tb927.8.2880,-4.89573,4.394912582192971,0.35444000000000003,"hypothetical protein, conserved"
1172,Tb927.10.2780,-4.89554,5.453292852533788,0.35444000000000003,DNA-directed RNA polymerase III subunit C1
1173,Tb927.5.3960,4.891707,4.537029514342102,0.35444000000000003,"arginine N-methyltransferase, type I"
1174,Tb927.11.7290,-4.88194,6.020201708129092,0.35496,"pantothenate kinase subunit, putative"
1175,Tb927.6.2010,-4.8790559999999985,5.508280517320095,0.35496,"acyl-CoA synthetase, putative"
1176,Tb927.5.2590,4.873389,5.579438690830276,0.35517,"Macro domain containing protein, putative"
1177,Tb927.11.6790,-4.866532,6.157134277206034,0.3556,Nucleolar protein 89
1178,Tb927.9.6320,-4.865746,6.060612231844758,0.3556,"hypothetical protein, conserved"
1179,Tb927.10.10840,-4.8657330000000005,5.538089658061993,0.3556,Enriched in surface-labeled proteome protein 15
1180,Tb927.3.3750,-4.863689,6.3408933804774295,0.3556,"paraflagellar rod component, putative"
1181,Tb927.9.1540,-4.858859,4.646202708221433,0.3556,"protein phosphatase 2B, putative"
1182,Tb927.11.2990,-4.851353,5.042280764176599,0.35585,KREPB4
1183,Tb927.5.990,4.846491,5.6636349754503,0.35604,"hypothetical protein, conserved"
1184,Tb927.10.7940,-4.843311,5.607433576044023,0.35609,"methyltransferase, putative"
1185,Tb927.4.530,-4.842982,4.57358129864001,0.35609,"hypothetical protein, conserved"
1186,Tb927.5.4320,4.832438,5.696095617259009,0.35657,Pre-mRNA polyadenylation factor FIP1
1187,Tb927.8.5080,4.821773,5.642886408603549,0.35724,"fatty-acid amide hydrolase, putative"
1188,Tb927.3.4070,-4.819126,6.972848244288588,0.35724,"Pyruvate transporter, putative"
1189,Tb927.11.5400,-4.819071,6.5088281237487955,0.35724,signal recognition particle 54 kDa
1190,Tb927.1.2260,4.810728,6.209666901687217,0.35741,small myristoylated protein 1-2
1191,Tb927.11.11350,4.790645,5.642367230019643,0.35909,"hypothetical protein, conserved"
1192,Tb927.9.8200,-4.7825440000000015,6.216513374836498,0.3596,"Pescadillo N-terminus/BRCA1 C Terminus (BRCT) domain containing protein, putative"
1193,Tb927.8.6810,4.7751660000000005,5.208727924896278,0.36007,"STE/STE11 serine/threonine-protein kinase, putative"
1194,Tb927.2.4590,-4.77379,6.940935469903261,0.36007,"branched-chain amino acid aminotransferase, putative"
1195,Tb927.8.2490,4.767076,4.655584990403644,0.36027,"SET domain containing protein, putative"
1196,Tb927.5.2520,4.762768,4.677153565738625,0.36043,"TPR repeat, putative"
1197,Tb927.10.5620,-4.756836,7.636660042106697,0.36084,"fructose-bisphosphate aldolase, glycosomal"
1198,Tb927.3.1100,-4.737875,5.31618359392592,0.36251,"exonuclease, putative"
1199,Tb927.11.7860,4.737247,4.974252942570955,0.36251,DNA replication licensing factor MCM2
1200,Tb927.2.4110,-4.723008,6.044614226888301,0.36351,Mitochondrial-processing peptidase subunit alpha
1201,Tb927.10.7430,4.7228080000000014,4.656288304047786,0.36351,"GTP-binding protein, putative"
1202,Tb927.3.5530,-4.7203230000000005,6.548235821497576,0.36351,Tb-292 membrane associated protein
1203,Tb927.7.1600,4.7110650000000005,5.0856175736458304,0.36382,"C-1-tetrahydrofolate synthase, cytoplasmic, putative"
1204,Tb927.10.4130,-4.710072,4.954283524203616,0.36382,NADH-ubiquinone oxidoreductase B13 subunit
1205,Tb927.8.6330,-4.704159,6.039707515862948,0.36395,"WD domain, G-beta repeat/PFU (PLAA family ubiquitin binding), putative"
1206,Tb927.8.6390,-4.700613,6.9826842195599,0.36401,"lysophospholipase, putative"
1207,Tb927.5.1200,4.696691,4.073547897547006,0.36415,exosome complex component CSL4
1208,Tb927.11.5220,-4.682785,5.654452502413048,0.36533,"chaperone protein DnaJ, putative"
1209,Tb927.9.12830,4.672811,5.827385429542058,0.36611,"hypothetical protein, conserved"
1210,Tb927.10.10080,-4.667356,5.191068905753285,0.36653,"hypothetical protein, conserved"
1211,Tb927.11.8370,-4.659159,5.103261939909617,0.36707,Nucleus and spindle associated protein 1
1212,Tb927.5.4450,4.655688,5.2893585161802,0.36707,"hypothetical protein, conserved"
1213,Tb927.8.4000,4.651279,4.917720765433768,0.36715,"ABC1 family, putative"
1214,Tb927.3.1420,4.648139,4.973824937121409,0.36715,"hypothetical protein, conserved"
1215,Tb927.5.2640,4.64151,5.376452246759302,0.36758,nicotinamide/nicotinic acid mononucleotide adenylyltransferase
1216,Tb927.10.2300,4.640841,5.053635366771625,0.36758,"hypothetical protein, conserved"
1217,Tb927.9.12360,4.630915,5.919528722455217,0.36806,"RNA-binding protein, putative"
1218,Tb927.10.6700,4.629445,5.4843069588701,0.36806,Kinetochore interacting protein 3
1219,Tb927.10.11430,4.618307,4.993399486601325,0.3688,"hypothetical protein, conserved"
1220,Tb927.11.1160,4.61155,4.872875614512366,0.36921,"Region in Clathrin and VPS, putative"
1221,Tb927.9.4450,4.601206,5.342597021639012,0.37007,hypothetical protein
1222,Tb927.11.13610,-4.593548,5.413028594725866,0.37057,"rhodanese-like domain containing protein, putative"
1223,Tb927.11.14950,-4.5856059999999985,4.882669657995654,0.37107,zinc finger protein 2
1224,Tb927.1.3800,4.582328,4.51267550393772,0.37116,Present in the outer mitochondrial membrane proteome 18
1225,Tb927.10.790,4.577845,6.324597941725153,0.37134,"vesicle-associated membrane protein, putative"
1226,Tb927.6.2740,-4.572083,6.3487363464353,0.37168,pyridoxal kinase
1227,Tb927.11.16140,4.567747,5.325211112615025,0.37178,DNA replication licensing factor MCM7
1228,Tb927.7.7080,-4.562751,4.436724374146531,0.37205,mitochondrial glycoprotein-like protein
1229,Tb927.5.3390,-4.558763,5.036049049969087,0.3722,"ADG1, pseudogene"
1230,Tb927.3.5090,4.557405,6.5072980341276185,0.3722,"tryparedoxin 2, putative"
1231,Tb927.11.3220,4.555352,6.523791974328028,0.3722,metacaspase
1232,Tb927.5.1580,4.540794,5.497779424777831,0.37342,zinc finger CCCH domain containing protein 13
1233,Tb927.4.1480,-4.534599,5.175405497741269,0.37375,DNA cross-link repair protein pso2/snm1
1234,Tb927.6.2250,4.531691,6.151058141571291,0.37375,"rac serine-threonine kinase, putative"
1235,Tb927.6.2340,-4.531265,5.966981339135796,0.37375,"prefoldin subunit, putative"
1236,Tb927.3.800,4.527411,5.67407692793432,0.37375,"Vacuolar iron transporter 1, putative"
1237,Tb927.9.4050,4.520554,4.356812741086042,0.37401,"Ring finger domain/Zn-finger in ubiquitin-hydrolases and other protein, putative"
1238,Tb927.10.340,-4.516102,4.830227140763975,0.37426,"mitochondrial structure specific endonuclease I (SSE-1), putative"
1239,Tb927.10.3430,-4.5067330000000005,6.032076561608585,0.37515,"hypothetical protein, conserved"
1240,Tb927.9.11720,-4.503067,5.416901116750041,0.37529,Iron-sulfur cluster assembly protein
1241,Tb927.8.1945,-4.497426,5.155281367585946,0.37556,hypothetical protein
1242,Tb927.11.9260,4.49605,5.466711957919414,0.37556,"hypothetical protein, conserved"
1243,Tb927.7.1340,-4.495666,6.194782513381693,0.37556,"10 kDa heat shock protein, putative"
1244,Tb927.3.2340,-4.495446,5.658542406533953,0.37556,Peroxisome biogenesis protein 2
1245,Tb927.5.1100,-4.491989,6.198143693096895,0.37556,peroxisome targeting signal 1 receptor
1246,Tb927.9.10010,4.489928,6.920469440746191,0.37556,"chaperone protein DnaJ, putative"
1247,Tb927.4.1900,4.489334,5.020935541823556,0.37556,"Methyltransferase domain/Methyltransferase involved in Williams-Beuren syndrome, putative"
1248,Tb927.8.4450,-4.487524,5.864905445435653,0.37556,"RNA-binding protein, putative"
1249,Tb927.8.6300,4.487126,4.8253200737827875,0.37556,"hypothetical protein, conserved"
1250,Tb927.8.6130,-4.484229,4.921380367726162,0.37556,"hypothetical protein, conserved"
1251,Tb927.11.11640,4.4741870000000015,5.005575860908332,0.37556,DNA replication licensing factor MCM6
1252,Tb927.10.4220,-4.473751,5.275119316297735,0.37556,"hypothetical protein, conserved"
1253,Tb927.4.630,-4.470517,4.88012541439974,0.37556,MICOS complex subunit MIC34
1254,Tb927.11.4810,-4.465406,5.952140754696065,0.37556,"hypothetical protein, conserved"
1255,Tb927.10.10880,-4.460068,6.16661263508191,0.37561,"ATP-binding cassette sub-family F member 1, putative"
1256,Tb927.9.8370,-4.444788,4.904302507766654,0.37706,"hypothetical protein, conserved"
1257,Tb927.9.2270,-4.431449,4.62860857641176,0.37808,"hypothetical protein, conserved"
1258,Tb927.10.14730,-4.4302660000000005,5.945373377871571,0.37808,"chaperone protein DnaJ, putative"
1259,Tb927.11.15675,4.4266760000000005,4.813896643497251,0.37808,hypothetical protein
1260,Tb927.11.14330,-4.422509,6.188965961710644,0.37824,"HECT-domain (ubiquitin-transferase), putative"
1261,Tb927.10.1520,4.414441,5.713956508577805,0.37893,"ras-related protein Rab21, putative"
1262,Tb927.1.3280,4.413229,5.229242292403366,0.37893,"septum formation protein MAF homologue, putative"
1263,Tb927.10.13150,4.401231,5.077361848136172,0.37966,"hypothetical protein, conserved"
1264,Tb927.11.13200,4.397037,5.42346979197244,0.37989,"LEM3 (ligand-effect modulator 3) family / CDC50 family, putative"
1265,Tb927.5.4110,4.394211,4.902000170198834,0.38003,"hypothetical protein, conserved"
1266,Tb927.7.7220,4.393956,4.5091845944282785,0.38003,"hypothetical protein, conserved"
1267,Tb927.10.12090,4.3924379999999985,5.614528119747539,0.38003,"RNA-binding protein, putative"
1268,Tb927.11.8790,4.388953,5.551760968334942,0.38003,"target SNARE, putative"
1269,Tb927.11.9250,-4.388897,5.257842504090367,0.38003,"hypothetical protein, conserved"
1270,Tb927.10.7080,-4.380685,4.972471295687066,0.38003,"ATP-dependent DEAD/H RNA helicase, putative"
1271,Tb927.2.4050,4.3803410000000005,5.834572224613195,0.38003,"hypothetical protein, conserved"
1272,Tb927.11.10960,-4.369281,5.382233234970556,0.38087,"2OG-Fe(II) oxygenase superfamily, putative"
1273,Tb927.3.5490,4.366087,6.661662848596649,0.38101,Putative intraflagellar transport protein B2
1274,Tb927.10.9280,4.358473,5.018681085324477,0.38169,"hypothetical protein, conserved"
1275,Tb927.10.10730,4.3558629999999985,4.846480409789693,0.38171,RNA Interference Factor 5
1276,Tb927.11.9350,4.347237000000002,5.142024271626379,0.38248,"phosphonopyruvate decarboxylase-like protein, putative"
1277,Tb927.4.5170,4.342603,5.443419461782817,0.38278,"ribosomal protein L7/L12, putative"
1278,Tb927.9.5490,-4.338401,5.54042124682877,0.38299999999999995,"cation transporter, putative"
1279,Tb927.5.3820,4.337888,6.3821852015156715,0.38299999999999995,"aspartate carbamoyltransferase, putative"
1280,Tb927.7.810,4.335489,4.810261649258829,0.38299999999999995,"hypothetical protein, conserved"
1281,Tb927.5.2290,4.332603,6.293111998778534,0.38299999999999995,"ATP-dependent RNA helicase, putative"
1282,Tb927.9.11900,-4.331452,4.767427988178232,0.38299999999999995,acyl transferase-like protein
1283,Tb927.3.4590,4.330952,5.487338736586141,0.38299999999999995,"hypothetical protein, conserved"
1284,Tb927.10.13480,4.330669,6.107209969647869,0.38299999999999995,"CAMK/CAMKL family protein kinase, putative"
1285,Tb927.8.1580,-4.323673,4.735372645730102,0.38299999999999995,"hypothetical protein, conserved"
1286,Tb927.8.4370,4.319538,5.600213940961714,0.38299999999999995,"hypothetical protein, conserved"
1287,Tb927.1.2580,4.307266,5.0292653790953645,0.38409,exosome-associated protein 1
1288,Tb927.11.2300,-4.306182,6.54399151905699,0.38409,"eukaryotic peptide chain release factor subunit 1, putative"
1289,Tb927.7.380,4.300586,4.091877899629413,0.38419,"hypothetical protein, conserved"
1290,Tb927.11.5780,4.2832919999999985,5.116834571513714,0.38576,"DNA-directed RNA polymerase, mitochondrial"
1291,Tb927.8.2370,4.280736,4.735715973115486,0.38576,dicer-like protein
1292,Tb927.7.7330,-4.265113,4.813270667381781,0.38732,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative"
1293,Tb927.1.4400,4.257523,4.622978633721652,0.38799,"hypothetical protein, conserved"
1294,Tb927.11.16930,-4.252401,4.508579093314927,0.38825,"ABC transporter of the mitochondrion, putative"
1295,Tb927.4.420,4.248006,5.060875927514145,0.3884,"phosphatidylinositol 4-kinase, putative"
1296,Tb927.10.5380,4.230322,6.6946709961432855,0.39028,intraflagellar transport protein 122
1297,Tb927.4.4600,-4.216593,4.712130370058114,0.39159,mitochondrial ribosomal protein l43
1298,Tb927.10.10130,-4.211991,5.375212322840546,0.39186,RNA editing mediator complex protein 1
1299,Tb927.11.6850,4.210562,4.883457959796497,0.39186,"Optic atrophy 3 protein (OPA3), putative"
1300,Tb927.11.8430,-4.206763,5.830565146436624,0.39188,"hypothetical protein, conserved"
1301,Tb927.6.2830,-4.205731,5.646325291243282,0.39188,"GTPase activating protein, conserved"
1302,Tb927.1.880,-4.1909730000000005,5.782843932894537,0.39286,"Midasin, putative"
1303,Tb927.8.2030,-4.184081,6.7851482477208025,0.39342,Posterior and Ventral Edge protein 1
1304,Tb927.7.3900,4.179149,5.24853315336747,0.39372,"vacuolar transporter chaperone, putative"
1305,Tb927.11.14620,4.177308,5.708796106690467,0.39372,"expression site-associated gene 2 (ESAG2) protein, putative"
1306,Tb927.5.2450,4.174497,4.391408571227022,0.39372,"5-3 exoribonuclease B, putative (pseudogene)"
1307,Tb927.11.14170,-4.173832,5.598571663482141,0.39372,"hypothetical protein, conserved"
1308,Tb927.4.4090,4.16681,4.643899901058062,0.39408,"hypothetical protein, conserved"
1309,Tb927.7.4040,4.162961,4.870393174599962,0.39415,"hypothetical protein, conserved"
1310,Tb927.5.1030,4.156274,4.160108220410951,0.39462,Iron-sulfur assembly protein 2
1311,Tb927.9.5220,-4.15181,5.789068092664574,0.39487,conserved protein
1312,Tb11.02.5410b,4.150007,5.140073111843591,0.39487,"ubiquitin activating enzyme, putative"
1313,Tb927.8.1270,-4.145447,5.546779075755339,0.39504,Nucleolar protein 54
1314,Tb927.10.16150,-4.141287,5.504173981821342,0.39535,"ATP-dependent zinc metallopeptidase, putative"
1315,Tb927.11.1550,-4.140115,4.479714438699122,0.39535,"XRN 5-3 exonuclease N-terminus, putative"
1316,Tb927.6.950,-4.13063,6.813370795219617,0.3959,"cysteinyl-tRNA synthetase, putative"
1317,Tb927.10.5560,-4.127406,5.195290660110969,0.39601,GPI alpha-mannosyltransferase III
1318,Tb927.10.2200,-4.12581,5.24200278125469,0.39601,"hypothetical protein, conserved"
1319,Tb927.8.2080,4.123149,5.8667922451746675,0.39601,"Fungal tRNA ligase phosphodiesterase domain containing protein, putative"
1320,Tb927.7.6810,4.1157330000000005,3.941841748440333,0.3965,"EF-hand domain pair, putative"
1321,Tb927.11.15400,4.113471,5.428669230652188,0.39656,"synaptobrevin, putative"
1322,Tb927.10.350,4.1101220000000005,5.7114514959981655,0.39683,"protein kinase PK4, putative"
1323,Tb927.3.1980,-4.1060940000000015,5.119412066401845,0.39715,"hypothetical protein, conserved"
1324,Tb927.11.6000,-4.101178,5.160383484711407,0.39736,mitochondrial ribosomal protein L4
1325,Tb927.10.9250,4.0980349999999985,6.256874025393585,0.39749,"adenylyl cyclase-associated protein, putative"
1326,Tb927.9.5350,-4.0967150000000006,4.7681038445725745,0.39749,"actin related protein 3, putative"
1327,Tb927.7.4120,-4.094852,5.276404354013507,0.39749,"hypothetical protein, conserved"
1328,Tb927.11.10010,4.092374,5.768464200671927,0.39749,"vacuolar sorting-associated protein-like, putative"
1329,Tb927.8.580,-4.070543,4.770718267608383,0.39987,MICOS complex subunit 40
1330,Tb927.9.14280,4.062561,4.8692972502153715,0.40067,"hypothetical protein, conserved"
1331,Tb927.10.9830,-4.062366,5.800001827817969,0.40067,"Mitochondrial ATP synthase subunit, putative"
1332,Tb927.4.4060,-4.0611739999999985,5.2055562056939175,0.40067,"hypothetical protein, conserved"
1333,Tb927.11.6740,-4.059572,5.697985937101993,0.40067,"pumilio/PUF RNA binding protein 10, putative"
1334,Tb927.6.1220,4.056262,5.191614007329223,0.40067,"hypothetical protein, conserved"
1335,Tb927.11.2320,4.053014,5.994132307175506,0.40067,"Hereditary spastic paraplegia protein strumpellin, putative"
1336,Tb927.9.8290,-4.050808,4.844156047776298,0.40067,mitochondrial ribosomal protein l30
1337,Tb927.10.5970,4.049503,3.984040991371427,0.40067,predicted zinc finger protein
1338,Tb927.8.3750,-4.0409690000000005,7.053731955477255,0.40099,nucleolar protein 56
1339,Tb927.8.5490,-4.031916000000002,5.603640477279866,0.4018,"Nucleolar protein,Nop52, putative"
1340,Tb927.11.16740,-4.030161,5.952936054409888,0.4018,"chaperone protein DnaJ, putative"
1341,Tb927.10.9490,4.024643,4.3690271272101135,0.40202,expression site-associated gene 3 (ESAG3)-like protein
1342,Tb927.11.12450,4.023399,4.317938039636056,0.40202,Bardet-Biedl syndrome 8 protein
1343,Tb927.6.1730,4.005118,6.050566634124927,0.40388,"hypothetical protein, conserved"
1344,Tb927.1.1200,-4.004298,4.80146088035666,0.40388,Mitochondrial ribosomal protein S15
1345,Tb927.11.5910,4.002959,6.032426683406497,0.40388,"WASH complex subunit 7, N-terminal/WASH complex subunit 7/WASH complex subunit 7, C-terminal, putative"
1346,Tb927.10.4890,-3.989898,5.328019241021436,0.40489,"zinc-finger of a C2HC-type, putative"
1347,Tb927.8.5380,-3.985207,5.904361150551776,0.40519,"ubiquitin fold modifier protein, putative"
1348,Tb927.7.6690,3.983246,5.088549505658856,0.40519,"Trypanosoma specific protein, unknown function"
1349,Tb927.8.6270,-3.980894,6.059692765636382,0.40519,"hypothetical protein, conserved"
1350,Tb927.11.7770,3.979157,5.097378797950184,0.40519,oxidoreductase-like protein
1351,Tb927.5.3030,3.961154,6.676281977732945,0.40732,Intraflagellar transport protein 121
1352,Tb927.11.9890,-3.955647,6.280866590401923,0.40773,"signal recognition particle receptor alpha subunit, putative"
1353,Tb927.10.3950,3.954103,5.291309637896865,0.40773,"hypothetical protein, conserved"
1354,Tb927.9.3370,-3.946902,4.5586485809644675,0.40813,thioredoxin
1355,Tb927.11.11810,3.943938,5.177247836255623,0.40824,"hypothetical protein, conserved"
1356,Tb927.3.5100,3.942172,5.137359387024816,0.40824,tfiih basal transcription factor complex helicase xpb subunit
1357,Tb11.v5.0232,3.93486,5.880681188474834,0.40898,"hypothetical protein, conserved"
1358,Tb927.4.2940,-3.932869,4.2801228963023075,0.40898,"hypothetical protein, conserved"
1359,Tb11.1780.1-p1,3.930063,5.909302795260099,0.40904,"retrotransposon hot spot protein 1 (RHS1, pseudogene), putative"
1360,Tb927.8.7790,-3.915125,5.470469294642922,0.41111,"zinc finger domain, LSD1 subclass, putative"
1361,Tb927.7.510,3.913946,5.107899317144212,0.41111,"hypothetical protein, conserved"
1362,Tb927.1.3260,3.911454,6.430526538680641,0.41111,"hypothetical protein, conserved"
1363,Tb927.9.7430,-3.907312,5.22601529777152,0.41124,"variant surface glycoprotein (VSG)-related, putative"
1364,Tb927.3.5280,3.903624,5.010172703286779,0.4114,"spliceosome-associated protein 49, putative"
1365,Tb927.10.6800,-3.893256,6.775464809345739,0.41254,"developmentally regulated GTP-binding protein, putative"
1366,Tb927.7.4090,3.890568,5.065937433984577,0.41265,"CMGC/DYRK protein kinase, putative"
1367,Tb927.10.5670,-3.885761,6.70885412857089,0.41295,"N-acetyltransferase subunit Nat1, putative"
1368,Tb927.11.7570,-3.8839,5.669180464017041,0.41295,"ATP-grasp domain containing protein, putative"
1369,Tb927.9.11910,-3.883266,4.913864164073987,0.41295,"peroxidase, putative"
1370,Tb927.5.570,3.88315,6.103604196037058,0.41295,"hypothetical protein, conserved"
1371,Tb927.7.2110,3.881127,5.309232591857255,0.41295,kinetoplastid kinetochore protein 11
1372,Tb927.6.4970,-3.861775,6.37681715157515,0.41478,"serine/arginine-rich protein specific kinase SRPK, putative"
1373,Tb927.7.4220,-3.857085,5.619557652144335,0.41517,"WD domain, G-beta repeat/Dip2/Utp12 Family, putative"
1374,Tb927.11.8150,3.856085,5.7301939384008715,0.41517,"ULK family pseudokinase, putative"
1375,Tb927.5.3750,3.852378,5.106655437915266,0.41521,"RNA-binding protein, putative"
1376,Tb927.7.2510,-3.845197,5.962446684032924,0.41582,"endoplasmatic reticulum retrieval protein, putative"
1377,Tb927.10.1210,-3.843119,6.319286543888393,0.41585,"katanin, putative"
1378,Tb927.9.7020,3.840317,5.439330061734517,0.41606,"hypothetical protein, conserved"
1379,Tb927.11.11710,3.839413,5.848390303761309,0.41606,"Putative serine esterase (DUF676), putative"
1380,Tb927.10.9050,-3.837667,5.018945171034528,0.41606,"pseudouridine synthase TruD, putative"
1381,Tb927.11.10650,3.817869,5.52792190974948,0.41833,Adaptor protein complex AP-3 subunit beta-3
1382,Tb927.9.2070,3.814538,4.978287060522623,0.41837,"hypothetical protein, conserved"
1383,Tb927.11.1070,3.809487,6.127315412520904,0.41873,"glycosomal transporter (GAT3), putative"
1384,Tb927.11.14290,3.809111,5.86009533290042,0.41873,"vacuolar sorting protein, putative"
1385,Tb927.8.5050,3.807338,5.817796667269309,0.41873,"OTU-like cysteine protease, putative"
1386,Tb927.9.14180,3.805416,4.868752166108471,0.41873,"chaperone protein DnaJ, putative"
1387,Tb927.6.3070,-3.800127,5.403715194563945,0.41876,"hypothetical protein, conserved"
1388,Tb927.4.2310,-3.798318,6.8422836046942095,0.4188,"asparaginyl-tRNA synthetase, putative"
1389,Tb927.11.670,3.796605000000001,6.2270893382290655,0.4188,epsinR
1390,Tb927.9.6720,3.789738,4.935201506261327,0.41922,"Putative methyltransferase, putative"
1391,Tb927.11.12120,-3.786438,4.283376620506864,0.41937,"RNA-binding protein, putative"
1392,Tb927.10.3790,-3.782523,5.609973051342827,0.41966,"hypothetical protein, conserved"
1393,Tb927.11.4470,3.778341,5.574395921959173,0.4200100000000001,"ULK family serine/threonine-protein kinase, putative"
1394,Tb927.10.7510,3.772415,5.635642891941644,0.4207,"chromatin binding protein, putative"
1395,Tb927.11.3700,3.769039,6.060143604034881,0.4209100000000001,"Uncharacterised ACR, YagE family COG1723, putative, unspecified product"
1396,Tb927.6.3130,3.767343,5.61466349147743,0.4209100000000001,"queuine tRNA-ribosyltransferase, putative"
1397,Tb927.10.8030,-3.761532,6.124508572104635,0.42137,Mitochondrial ATP synthase subunit 5
1398,Tb927.11.14470,3.752236,5.307381922565541,0.42248,Bardet-Biedl syndrome 9 protein
1399,Tb927.10.6780,3.750537000000001,5.766954138325385,0.42248,"vacuolar protein sorting-associated protein 45, putative"
1400,Tb927.8.2690,3.747143,4.210126706445527,0.42272,"SET domain containing protein, putative"
1401,Tb927.6.2640,3.746491,6.63212140241301,0.42272,"importin alpha subunit, putative"
1402,Tb927.3.2760,3.744951,5.512991068415215,0.42272,"hypothetical protein, conserved"
1403,Tb927.11.8200,-3.744483,6.631805530368453,0.42272,"ribosomal protein S26, putative"
1404,Tb927.10.9440,3.74387,6.200485698000831,0.42272,NADH dehydrogenase
